correct,incorrect,model,unique_id,syllogism_name,order_first,is_valid,is_realistic,is_consistent,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
valid,invalid,Llama-2-13b-hf,food_vegetables_healthy^consistent^valid,food_vegetables_healthy,1,True,True,True,2.69,4.47,1.0,1.0,-0.997,-1.408,0.42200000000000004,5.256,158.086,19,0.782,0.782,0.95,14.334223191889398,18,185.5268,20,76.14919999999996,1.807,14,61.516218361331624,26.37235532909251,30
valid,invalid,Llama-2-13b-hf,food_vegetables_healthy^consistent^valid,food_vegetables_healthy,2,True,True,True,2.713,4.438,1.0,1.0,-0.9907,-1.338,0.44630000000000003,5.439,159.437,19,0.7270000000000001,0.7270000000000001,0.95,14.18474455516612,18,184.2314,24,77.8766,1.6030000000000002,14,62.181375204083515,26.294529993205387,30
invalid,valid,Llama-2-13b-hf,food_vegetables_healthy^consistent^invalid,food_vegetables_healthy,1,False,True,True,2.775,4.42,0.5,0.027777777777777776,-1.323,-6.336,-0.20299999999999985,-4.8500000000000005,157.626,19,4.647,4.647,1.0,8.799540455441464,27,255.608,20,3.1860000000000004,69.41929999999999,27,26.56406482140395,58.77203638043773,25
invalid,valid,Llama-2-13b-hf,food_vegetables_healthy^consistent^invalid,food_vegetables_healthy,2,False,True,True,2.777,4.363,0.5,0.025,-1.332,-6.516,-0.23399999999999999,-5.126,158.03,19,4.892,4.892,1.0,8.350761034392685,27,256.776,20,2.953,71.87880000000004,27,26.631391883089194,60.07024023652241,25
valid,invalid,Llama-2-13b-hf,famous_wealthy_old^consistent^valid,famous_wealthy_old,1,True,True,True,2.844,4.383,1.0,1.0,-1.137,-1.465,0.20300000000000007,4.723,159.2514,19,1.2409999999999999,1.2409999999999999,0.95,13.691814606036344,18,187.0242,20,68.8128,3.5379999999999994,14,59.244188979691934,26.531393933137462,30
valid,invalid,Llama-2-13b-hf,famous_wealthy_old^consistent^valid,famous_wealthy_old,2,True,True,True,2.875,4.47,1.0,1.0,-1.167,-1.627,0.15599999999999992,4.553,159.771,19,1.2340000000000002,1.2340000000000002,0.95,13.684011601315673,18,187.638,20,68.42500000000003,3.585,14,59.4268352136996,26.569028034284596,30
invalid,valid,Llama-2-13b-hf,famous_wealthy_old^consistent^invalid,famous_wealthy_old,1,False,True,True,2.902,4.31,1.0,0.043478260869565216,-1.25,-5.9,0.016000000000000014,-4.1530000000000005,157.867,19,4.474,4.474,1.0,9.450062372183377,27,248.939,20,5.228,60.60160000000001,27,27.075275748110165,55.84352498899407,25
invalid,valid,Llama-2-13b-hf,famous_wealthy_old^consistent^invalid,famous_wealthy_old,2,False,True,True,2.898,4.297,1.0,0.05,-1.214,-5.812,0.08600000000000008,-4.018000000000001,157.46499999999997,19,4.425000000000001,4.425000000000001,1.0,9.623186648313464,27,248.09,20,5.365000000000002,59.60050000000001,27,26.790991545981512,56.26047802934093,25
valid,invalid,Llama-2-13b-hf,famous_wealthy_old^violate^valid,famous_wealthy_old,1,True,True,False,3.014,4.113,0.5,0.5,-1.336,-1.894,-0.10200000000000009,3.816,154.8708,19,1.5069999999999997,1.5069999999999997,1.0,11.454704526114991,30,196.5882,24,56.895799999999994,5.023,30,56.62136834332299,27.170094693316884,30
valid,invalid,Llama-2-13b-hf,famous_wealthy_old^violate^valid,famous_wealthy_old,2,True,True,False,2.955,4.27,0.5,1.0,-1.324,-1.801,-0.10899999999999999,3.9450000000000003,156.889,19,1.501,1.501,1.0,12.007561080621961,18,195.058,24,57.142,5.054,30,56.131466863223885,27.337031279597987,30
invalid,valid,Llama-2-13b-hf,famous_wealthy_old^violate^invalid,famous_wealthy_old,1,False,True,False,2.957,4.19,1.0,0.09090909090909091,-1.041,-5.1,0.5550000000000002,-2.82,153.8155,19,3.4560000000000004,3.4560000000000004,0.675,12.99498351471525,37,238.8487,20,12.7003,46.5553,27,29.63275460794613,52.27152225798183,25
invalid,valid,Llama-2-13b-hf,famous_wealthy_old^violate^invalid,famous_wealthy_old,2,False,True,False,2.863,4.25,1.0,0.1,-0.9766,-4.973,0.6484,-2.719,154.869,19,3.3949999999999996,3.3949999999999996,0.675,13.5116399536082,37,234.9604,20,15.219100000000001,45.748999999999995,27,30.698032725623598,51.66005443108662,25
valid,invalid,Llama-2-13b-hf,vehicles_mobile_buildings^consistent^valid,vehicles_mobile_buildings,1,True,True,True,2.588,4.203,1.0,1.0,-1.078,-1.254,0.18799999999999994,4.82,159.441,19,0.9850000000000001,0.9850000000000001,0.95,14.448408919692243,18,179.1415,20,70.82550000000002,2.624,8,61.58112855413585,26.61594118559989,30
valid,invalid,Llama-2-13b-hf,vehicles_mobile_buildings^consistent^valid,vehicles_mobile_buildings,2,True,True,True,2.63,4.27,1.0,1.0,-1.065,-1.226,0.2270000000000001,4.894,160.44400000000002,19,0.9379999999999997,0.9379999999999997,0.95,14.643494762098989,18,179.4811,20,72.3019,2.431,8,62.010295414006414,26.80000085631921,30
invalid,valid,Llama-2-13b-hf,vehicles_mobile_buildings^consistent^invalid,vehicles_mobile_buildings,1,False,True,True,2.602,4.33,0.5,0.03333333333333333,-1.274,-6.094,-0.19500000000000006,-4.7620000000000005,161.3364,19,5.0680000000000005,5.0680000000000005,1.0,8.934960390673616,27,247.07600000000002,20,2.938,70.3082,27,26.910410763727075,61.758250516415494,25
invalid,valid,Llama-2-13b-hf,vehicles_mobile_buildings^consistent^invalid,vehicles_mobile_buildings,2,False,True,True,2.629,4.19,0.5,0.029411764705882353,-1.36,-6.34,-0.3510000000000002,-5.199,160.61,19,5.11,5.11,1.0,8.85506093954018,27,252.924,20,1.6624999999999994,76.64649999999999,27,26.367176324347493,63.74871467341766,25
valid,invalid,Llama-2-13b-hf,vehicles_mobile_buildings^violate^valid,vehicles_mobile_buildings,1,True,True,False,2.594,4.617,1.0,1.0,-1.148,-1.559,0.05500000000000016,3.918,162.86060000000003,19,1.4540000000000002,1.4540000000000002,0.95,13.944736794024063,18,183.978,20,61.29950000000001,4.165,30,57.50283495092516,27.158118244844026,30
valid,invalid,Llama-2-13b-hf,vehicles_mobile_buildings^violate^valid,vehicles_mobile_buildings,2,True,True,False,2.557,4.5,1.0,1.0,-1.135,-1.347,0.030999999999999917,4.093,164.177,19,1.3036,1.3036,0.95,14.029329803962844,18,180.61180000000002,20,63.717200000000005,3.7266,8,60.27325722252714,28.340031865216595,30
invalid,valid,Llama-2-13b-hf,vehicles_mobile_buildings^violate^invalid,vehicles_mobile_buildings,1,False,True,False,2.615,4.383,0.5,0.047619047619047616,-1.254,-5.81,-0.17199999999999993,-4.449999999999999,160.70100000000002,19,4.664000000000001,4.664000000000001,1.0,8.998306906319057,27,246.65000000000003,20,3.0260000000000002,67.7173,27,26.99694330134176,60.17451086538878,25
invalid,valid,Llama-2-13b-hf,vehicles_mobile_buildings^violate^invalid,vehicles_mobile_buildings,2,False,True,False,2.602,4.418,0.5,0.047619047619047616,-1.21,-5.707,-0.07000000000000006,-4.101,160.1015,19,4.6000000000000005,4.6000000000000005,1.0,9.194941947670555,27,243.89999999999998,20,3.7140000000000004,63.222500000000004,27,26.98382315598771,58.60976089842716,25
valid,invalid,Llama-2-13b-hf,nonsense_phrite_ing_pand^nonsense^valid,nonsense_phrite_ing_pand,1,True,False,True,2.752,4.188,1.0,1.0,-1.006,-1.043,0.3979999999999999,5.3069999999999995,163.1095,19,0.688,0.688,0.95,14.500860386187611,18,178.0195,20,80.112,1.479,8,62.63868132306867,24.991287397087536,30
valid,invalid,Llama-2-13b-hf,nonsense_phrite_ing_pand^nonsense^valid,nonsense_phrite_ing_pand,2,True,False,True,2.744,4.066,1.0,1.0,-1.04,-1.06,0.31299999999999994,5.303000000000001,160.091,19,0.8670000000000002,0.8670000000000002,0.95,14.282688679173859,18,181.6734,20,78.2746,2.1159999999999997,8,61.613238383554965,25.57547913232564,30
invalid,valid,Llama-2-13b-hf,nonsense_bosp_jift_nup^nonsense^invalid,nonsense_bosp_jift_nup,1,False,False,True,2.72,4.273,0.5,0.03571428571428571,-1.316,-6.055,-0.2570000000000001,-4.885,160.541,19,4.757,4.757,1.0,8.596513346256756,27,253.91899999999998,20,2.9240000000000004,73.60730000000001,27,24.437651789845038,57.62195206006059,25
invalid,valid,Llama-2-13b-hf,nonsense_bosp_jift_nup^nonsense^invalid,nonsense_bosp_jift_nup,2,False,False,True,2.816,4.43,0.5,0.034482758620689655,-1.339,-6.11,-0.25,-4.892,162.8435,19,4.747000000000001,4.747000000000001,1.0,8.777620023476432,27,253.5765,20,2.7275000000000005,73.96189999999999,27,25.307897220499676,58.94812254176836,25
valid,invalid,Llama-2-13b-hf,nonsense_snid_ust_bem^nonsense^valid,nonsense_snid_ust_bem,1,True,False,False,2.787,4.254,1.0,1.0,-1.129,-1.216,0.125,4.628,159.1594,19,1.179,1.179,0.95,13.811110376013426,18,183.61380000000003,20,70.8192,3.272,8,60.296044843405234,25.749062108029516,30
valid,invalid,Llama-2-13b-hf,nonsense_snid_ust_bem^nonsense^valid,nonsense_snid_ust_bem,2,True,False,False,2.734,4.316,1.0,1.0,-1.106,-1.216,0.1569999999999998,4.596,159.291,19,1.172,1.172,0.95,13.970670979415225,18,183.55309999999997,20,69.9614,3.18,30,60.05263162038935,25.655494755636177,30
invalid,valid,Llama-2-13b-hf,nonsense_nept_bript_jeft^nonsense^invalid,nonsense_nept_bript_jeft,1,False,False,False,2.992,4.438,1.0,0.047619047619047616,-1.221,-5.8,0.053999999999999826,-4.1739999999999995,159.62290000000002,19,4.220000000000001,4.220000000000001,1.0,9.353760741429996,27,250.156,20,4.602,62.18069999999998,27,26.5917724967898,56.12521968875021,25
invalid,valid,Llama-2-13b-hf,nonsense_nept_bript_jeft^nonsense^invalid,nonsense_nept_bript_jeft,2,False,False,False,2.982,4.426,1.0,0.047619047619047616,-1.206,-5.84,0.07800000000000007,-4.292,159.983,19,4.4,4.4,1.0,9.38308860806202,27,249.906,20,4.64,63.425300000000014,27,26.961553435584136,57.02291384455342,25
valid,invalid,Llama-2-13b-hf,nonsense_sclack_chask_pron^nonsense^valid,nonsense_sclack_chask_pron,1,True,False,True,2.734,4.35,1.0,1.0,-1.069,-1.179,0.2350000000000001,4.715999999999999,162.5523,19,1.0229999999999997,1.0229999999999997,0.95,14.173095325465553,18,181.21550000000002,20,72.3485,2.782,8,62.08072987853866,27.13198585006812,30
valid,invalid,Llama-2-13b-hf,nonsense_sclack_chask_pron^nonsense^valid,nonsense_sclack_chask_pron,2,True,False,True,2.7,4.418,1.0,1.0,-1.137,-1.229,0.062000000000000055,4.411,162.575,19,1.172,1.172,0.95,13.923512722443581,18,184.5365,20,68.4175,3.3835,30,59.72013951575916,27.076441024177797,30
invalid,valid,Llama-2-13b-hf,nonsense_stope_unt_gleck^nonsense^invalid,nonsense_stope_unt_gleck,1,False,False,True,2.959,4.332,1.0,0.07142857142857142,-1.174,-5.49,0.14800000000000013,-4.071,162.2903,19,4.418,4.418,1.0,9.659688515063115,27,245.243,20,5.422000000000001,60.674400000000006,27,26.17762475067981,56.69525547768526,25
invalid,valid,Llama-2-13b-hf,nonsense_stope_unt_gleck^nonsense^invalid,nonsense_stope_unt_gleck,2,False,False,True,3.031,4.31,1.0,0.07692307692307693,-1.15,-5.473,0.2430000000000001,-4.1209999999999996,162.8192,19,4.5200000000000005,4.5200000000000005,0.925,10.248508875492899,37,244.748,20,5.9,60.25200000000001,27,26.136020079228157,56.84147604498629,25
valid,invalid,Llama-2-13b-hf,nonsense_gluff_caft_jint^nonsense^valid,nonsense_gluff_caft_jint,1,True,False,False,2.865,4.203,1.0,1.0,-1.21,-1.4375,0.016000000000000014,4.3985,156.91340000000002,19,1.336,1.336,0.95,12.934283770030536,18,189.04340000000002,24,66.76560000000002,3.9,8,59.674564274002975,25.48441496555906,30
valid,invalid,Llama-2-13b-hf,nonsense_gluff_caft_jint^nonsense^valid,nonsense_gluff_caft_jint,2,True,False,False,2.812,4.344,1.0,1.0,-1.187,-1.478,0.030999999999999917,4.37,157.9434,19,1.4219999999999997,1.4219999999999997,0.95,12.92895223718426,18,189.848,24,65.509,4.132,8,58.586973277549056,25.939239478103886,30
invalid,valid,Llama-2-13b-hf,nonsense_fleff_drap_ved^nonsense^invalid,nonsense_fleff_drap_ved,1,False,False,False,2.906,4.38,1.0,0.1111111111111111,-1.1455,-5.273,0.1955,-3.6979999999999995,158.894,19,4.07,4.07,0.9,10.34267416616293,37,244.9035,20,5.8545,57.1101,27,27.229307980901595,56.26746968574671,25
invalid,valid,Llama-2-13b-hf,nonsense_fleff_drap_ved^nonsense^invalid,nonsense_fleff_drap_ved,2,False,False,False,2.918,4.25,1.0,0.1,-1.18,-5.258,0.10099999999999998,-3.849,160.3668,19,4.144000000000001,4.144000000000001,1.0,9.5514265529077,27,244.26600000000002,20,4.859000000000001,60.04019999999999,27,26.848046914922474,57.59260436650549,25
valid,invalid,Llama-2-13b-hf,nonsense_paft_usp_cesk^nonsense^valid,nonsense_paft_usp_cesk,1,True,False,True,2.717,4.69,1.0,1.0,-1.108,-1.445,0.133,4.649,163.5236,19,1.3059999999999998,1.3059999999999998,0.95,13.52547128678045,18,186.48630000000003,20,69.28920000000001,3.6109999999999998,30,57.18277245768301,25.7879909603629,30
valid,invalid,Llama-2-13b-hf,nonsense_paft_usp_cesk^nonsense^valid,nonsense_paft_usp_cesk,2,True,False,True,2.775,4.75,1.0,1.0,-1.055,-1.418,0.28900000000000015,4.882,165.341,19,0.9930000000000001,0.9930000000000001,0.95,13.888574907546293,18,183.7689,20,73.58609999999999,2.5180000000000002,8,58.082538215384254,24.913774959403757,30
invalid,valid,Llama-2-13b-hf,nonsense_trime_dimp_mag^nonsense^invalid,nonsense_trime_dimp_mag,1,False,False,True,2.98,4.203,0.5,0.047619047619047616,-1.32,-5.797,-0.10899999999999999,-4.497999999999999,161.5335,19,4.530999999999999,4.530999999999999,1.0,8.80505822920859,27,249.652,20,4.086,67.85429999999998,27,25.7869551594139,57.68858858777983,25
invalid,valid,Llama-2-13b-hf,nonsense_trime_dimp_mag^nonsense^invalid,nonsense_trime_dimp_mag,2,False,False,True,2.906,4.277,0.5,0.045454545454545456,-1.265,-5.867,-0.04699999999999993,-4.4670000000000005,159.637,19,4.519,4.519,1.0,8.655617253469323,27,251.49,20,4.1419999999999995,66.0523,27,26.114958793265085,57.00910316523339,25
valid,invalid,Llama-2-13b-hf,nonsense_kemp_clud_thrund^nonsense^valid,nonsense_kemp_clud_thrund,1,True,False,False,2.793,4.42,0.5,1.0,-1.216,-1.505,-0.030999999999999917,4.202,159.235,19,1.407,1.407,1.0,12.881101433773429,18,189.71660000000003,20,63.639399999999995,4.321,30,58.26587498335791,26.49591775063408,30
valid,invalid,Llama-2-13b-hf,nonsense_kemp_clud_thrund^nonsense^valid,nonsense_kemp_clud_thrund,2,True,False,False,2.85,4.336,0.5,1.0,-1.262,-1.604,-0.08600000000000008,3.9959999999999996,157.79559999999998,19,1.468,1.468,1.0,12.30035673344025,18,191.78840000000002,20,61.25759999999999,4.782000000000001,30,57.66925363673175,26.277104800157044,30
invalid,valid,Llama-2-13b-hf,nonsense_frupt_liff_blop^nonsense^invalid,nonsense_frupt_liff_blop,1,False,False,False,2.709,4.473,1.0,0.1111111111111111,-1.047,-5.17,0.28100000000000014,-3.471,155.3055,19,4.134,4.134,0.875,10.895497614873113,33,242.15730000000002,20,7.075999999999999,54.20330000000001,27,27.470131701544965,53.21738115791372,25
invalid,valid,Llama-2-13b-hf,nonsense_frupt_liff_blop^nonsense^invalid,nonsense_frupt_liff_blop,2,False,False,False,2.957,4.414,1.0,0.08333333333333333,-1.165,-5.383,0.15599999999999992,-3.758,157.46429999999998,19,4.22,4.22,1.0,9.5899076019988,27,246.092,20,5.313,58.311400000000006,27,26.87720039579964,55.55345756490014,25
valid,invalid,Llama-2-13b-hf,nonsense_gand_yusp_druff^nonsense^valid,nonsense_gand_yusp_druff,1,True,False,True,2.709,4.574,1.0,1.0,-1.138,-1.431,0.07000000000000006,4.182,162.35250000000002,19,1.234,1.234,0.95,13.576067579570235,18,183.52159999999998,20,64.9334,3.6155000000000004,8,58.946050939870375,27.29404554021433,30
valid,invalid,Llama-2-13b-hf,nonsense_gand_yusp_druff^nonsense^valid,nonsense_gand_yusp_druff,2,True,False,True,2.688,4.574,0.5,1.0,-1.219,-1.438,-0.07100000000000017,3.9960000000000004,161.0885,19,1.5779999999999998,1.5779999999999998,1.0,12.999407536296516,18,186.38819999999998,20,60.895300000000006,5.096,8,56.714935695716335,27.95406653659408,30
invalid,valid,Llama-2-13b-hf,nonsense_glap_phropt_soff^nonsense^invalid,nonsense_glap_phropt_soff,1,False,False,True,2.678,4.484,0.5,0.03225806451612903,-1.369,-6.145,-0.375,-4.9159999999999995,163.16500000000002,19,4.730999999999999,4.730999999999999,1.0,8.92693203746538,27,251.378,20,2.2105000000000006,76.11089999999997,27,25.787990960362905,60.33454211200988,25
invalid,valid,Llama-2-13b-hf,nonsense_glap_phropt_soff^nonsense^invalid,nonsense_glap_phropt_soff,2,False,False,True,2.615,4.723,0.5,0.03571428571428571,-1.278,-6.023,-0.21799999999999997,-4.497,160.948,19,4.53,4.53,1.0,8.954376783044264,27,249.14499999999998,20,3.6029999999999998,69.00549999999997,27,26.21612201928445,57.13823301687585,25
valid,invalid,Llama-2-13b-hf,nonsense_vonk_jang_fress^nonsense^valid,nonsense_vonk_jang_fress,1,True,False,False,2.705,4.348,1.0,1.0,-1.078,-1.213,0.21899999999999986,4.721,162.60660000000001,19,1.1079999999999999,1.1079999999999999,0.95,14.29837653131729,18,178.181,20,72.4265,3.0469999999999993,30,60.12617348776861,25.6768149918365,30
valid,invalid,Llama-2-13b-hf,nonsense_vonk_jang_fress^nonsense^valid,nonsense_vonk_jang_fress,2,True,False,False,2.71,4.457,1.0,1.0,-1.048,-1.278,0.2809999999999999,4.662000000000001,162.48899999999998,19,0.9599999999999997,0.9599999999999997,0.95,14.128783293698747,18,179.4411,20,72.91740000000001,2.5309999999999997,8,59.64072810966886,24.802944257860357,30
invalid,valid,Llama-2-13b-hf,nonsense_zint_thade_snaff^nonsense^invalid,nonsense_zint_thade_snaff,1,False,False,False,2.645,4.785,0.5,0.043478260869565216,-1.193,-5.848,-0.04700000000000015,-4.247,162.9696,19,4.478999999999999,4.478999999999999,1.0,8.948876187705523,27,246.94,20,4.359,64.83139999999996,27,26.101061797199282,55.8486608353662,25
invalid,valid,Llama-2-13b-hf,nonsense_zint_thade_snaff^nonsense^invalid,nonsense_zint_thade_snaff,2,False,False,False,2.705,4.656,0.5,0.03333333333333333,-1.227,-6.066,-0.10200000000000009,-4.653,165.159,19,4.765,4.765,1.0,9.044568314322655,27,248.904,20,3.527,69.56590000000001,27,26.17923240006941,58.52896842440486,25
valid,invalid,Llama-2-13b-hf,nonsense_yoct_fisk_nand^nonsense^valid,nonsense_yoct_fisk_nand,1,True,False,True,2.727,4.418,1.0,1.0,-1.067,-1.285,0.25,4.653,160.618,19,1.18,1.18,0.95,13.810448829417789,18,184.9139,24,70.84410000000001,3.1319999999999997,14,57.81150363372829,25.15408077957262,30
valid,invalid,Llama-2-13b-hf,nonsense_yoct_fisk_nand^nonsense^valid,nonsense_yoct_fisk_nand,2,True,False,True,2.756,4.51,1.0,1.0,-1.068,-1.286,0.258,4.600999999999999,162.5793,19,1.062,1.062,0.95,13.909969559122633,18,184.1239,24,70.62110000000003,2.8209999999999997,14,59.17392714865119,25.269143699056094,30
invalid,valid,Llama-2-13b-hf,nonsense_flact_frep_blen^nonsense^invalid,nonsense_flact_frep_blen,1,False,False,True,2.744,4.23,0.5,0.03333333333333333,-1.335,-6.188,-0.2729999999999999,-5.037,159.65210000000002,19,4.830000000000001,4.830000000000001,1.0,8.689433056096796,27,256.30899999999997,20,2.743,76.29199999999996,27,25.304962451144164,59.633477503025844,25
invalid,valid,Llama-2-13b-hf,nonsense_flact_frep_blen^nonsense^invalid,nonsense_flact_frep_blen,2,False,False,True,2.787,4.43,0.5,0.029411764705882353,-1.397,-6.348,-0.367,-5.1605,162.815,19,4.7935,4.7935,1.0,8.66636050115412,27,256.076,20,2.026,76.8765,27,25.494168757828845,60.69033973799264,25
valid,invalid,Llama-2-13b-hf,nonsense_sclace_dact_yink^nonsense^valid,nonsense_sclace_dact_yink,1,True,False,False,2.875,4.293,1.0,1.0,-1.169,-1.41,0.10149999999999992,4.645,158.464,19,1.1889999999999998,1.1889999999999998,0.95,13.77044360784099,18,186.7502,20,69.1443,3.3149999999999995,14,59.66558733244496,25.91694817851387,30
valid,invalid,Llama-2-13b-hf,nonsense_sclace_dact_yink^nonsense^valid,nonsense_sclace_dact_yink,2,True,False,False,2.86,4.273,1.0,1.0,-1.146,-1.425,0.14900000000000002,4.591,157.974,19,1.1409999999999998,1.1409999999999998,0.95,13.283374358909075,18,186.2892,24,70.46280000000002,3.218,14,59.651086119158904,25.64125249258738,30
invalid,valid,Llama-2-13b-hf,nonsense_bisk_uft_glap^nonsense^invalid,nonsense_bisk_uft_glap,1,False,False,False,2.787,4.527,1.0,0.1,-1.068,-5.086,0.28200000000000003,-3.3270000000000004,158.2344,19,4.1290000000000004,4.1290000000000004,0.875,11.338547917621886,33,242.9639,20,7.3038000000000025,53.692600000000006,27,26.776145065712466,52.281707633980346,25
